codice_esterno,0,1,2,3,4,5,6,7,8,9,10,11,giorno_uscita,colore,cat_merc
LJ16306NE-19,3.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-11-19,nero,pantalone lungo
LJ16307NE-19,9.0,17.0,16.0,20.0,25.0,24.0,29.0,36.0,39.0,33.0,34.0,190.0,2019-09-12,nero,cardigan corto
LJ16307OT-19,1.0,4.0,2.0,1.0,4.0,6.0,4.0,6.0,6.0,5.0,1.0,2.0,2019-09-06,ottanio,cardigan corto
LJ17330NE-19,4.0,4.0,0.0,1.0,2.0,2.0,2.0,1.0,11.0,13.0,8.0,8.0,2019-01-09,nero,manica lunga
LJ17330RS-19,7.0,5.0,2.0,2.0,4.0,4.0,4.0,2.0,23.0,17.0,14.0,4.0,2019-01-08,rosa,manica lunga
LJ61022AV-19,3.0,12.0,12.0,12.0,7.0,12.0,8.0,2.0,5.0,2.0,0.0,0.0,2019-01-05,avion,manica lunga
LJ61022NE-19,2.0,19.0,16.0,9.0,10.0,10.0,5.0,4.0,3.0,1.0,0.0,2.0,2019-01-04,nero,manica lunga
LJ61022RS-19,3.0,25.0,13.0,15.0,10.0,7.0,4.0,3.0,3.0,1.0,1.0,2.0,2019-01-05,rosa,manica lunga
LJ61023FAAV-19,4.0,5.0,4.0,0.0,9.0,1.0,1.0,2.0,21.0,33.0,26.0,7.0,2019-01-09,fantasia,manica lunga
LJ61023FANE-19,1.0,7.0,4.0,3.0,6.0,9.0,4.0,5.0,10.0,45.0,27.0,24.0,2019-01-05,fantasia,manica lunga
LJ61023FARS-19,10.0,7.0,6.0,3.0,12.0,11.0,7.0,9.0,5.0,3.0,1.0,1.0,2019-01-07,fantasia,manica lunga
LJN004NE-18,1.0,17.0,18.0,20.0,12.0,115.0,11.0,0.0,0.0,0.0,0.0,0.0,2018-10-20,nero,manica lunga
LJN004NE-18,1.0,17.0,18.0,20.0,12.0,115.0,11.0,0.0,0.0,0.0,0.0,0.0,2018-10-20,nero,manica lunga
LJN005NE-19,6.0,1.0,1.0,8.0,1.0,2.0,5.0,1.0,23.0,18.0,23.0,9.0,2019-01-10,nero,cardigan medio
LJN005RS-19,5.0,4.0,3.0,2.0,3.0,5.0,1.0,4.0,16.0,33.0,23.0,14.0,2019-01-10,rosa,cardigan medio
LJO2JE-19,1.0,0.0,5.0,7.0,4.0,6.0,7.0,6.0,6.0,33.0,7.0,6.0,2019-03-16,jeans,pantalone lungo
LJQ60529GR-17,6.0,8.0,6.0,9.0,10.0,4.0,10.0,10.0,5.0,0.0,0.0,0.0,2017-10-04,grigio,manica lunga
LJQ60529NE-17,2.0,3.0,4.0,7.0,7.0,10.0,8.0,16.0,5.0,0.0,0.0,0.0,2017-10-05,nero,manica lunga
LJQ96165CARDIGGR-17,2.0,7.0,29.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-11-11,grigio,cardigan medio
LJQ96165GR-17,1.0,14.0,25.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-11-11,grigio,manica lunga
LL01NE-18,2.0,2.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,2018-08-13,nero,manica lunga
LL01VE-18,2.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,2018-07-06,verde,manica lunga
LL1829NE-18,1.0,15.0,8.0,9.0,9.0,9.0,7.0,3.0,2.0,1.0,0.0,4.0,2018-08-30,nero,manica lunga
LL1830NE-18,1.0,2.0,0.0,1.0,3.0,3.0,4.0,8.0,5.0,3.0,3.0,2.0,2018-08-17,nero,manica lunga
LL1830RS-18,2.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,2018-08-16,rosa,manica lunga
LL1831NE-18,4.0,9.0,11.0,17.0,10.0,9.0,9.0,8.0,5.0,4.0,0.0,0.0,2018-08-18,nero,manica lunga
LL1831NE-19,7.0,23.0,17.0,8.0,17.0,15.0,4.0,3.0,2.0,7.0,0.0,0.0,2019-09-26,nero,manica lunga
LL1831RS-18,2.0,8.0,3.0,8.0,13.0,7.0,10.0,10.0,5.0,6.0,3.0,3.0,2018-08-17,rosa,manica lunga
LL1NE-19,2.0,9.0,13.0,8.0,12.0,8.0,13.0,10.0,4.0,3.0,3.0,1.0,2019-09-07,nero,midi
LL2NE-18,7.0,7.0,13.0,9.0,15.0,22.0,93.0,170.0,22.0,0.0,0.0,0.0,2018-10-05,nero,capospalla lungo
LL2NE-19,1.0,3.0,4.0,6.0,13.0,10.0,10.0,12.0,26.0,27.0,28.0,31.0,2019-09-08,nero,capospalla lungo
LL3NE-19,10.0,9.0,7.0,4.0,4.0,5.0,7.0,7.0,0.0,0.0,0.0,0.0,2019-10-10,nero,manica lunga
LL4FA-19,2.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-11-09,fantasia,pantalone lungo
LL4NE-18,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-26,nero,capospalla  medio
LL5FA-19,9.0,19.0,14.0,15.0,12.0,15.0,13.0,47.0,0.0,0.0,0.0,0.0,2019-10-08,fantasia,pantalone lungo
LL6FA-18,18.0,56.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-17,fantasia,manica 3/4
LM3003AV-19,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-03-31,avion,stampa
LM3003RS-19,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-04-17,rosa,stampa
LM300AV-19,2.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-04-05,avion,stampa
LM300RS-19,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-04-15,rosa,stampa
LOLARS-17,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-04-18,rosa,tinta unita
LQC16F102AJE-17,1.0,1.0,1.0,12.0,21.0,23.0,15.0,6.0,8.0,4.0,3.0,4.0,2017-03-11,jeans,pantalone lungo
LQG16F13JE-17,2.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,8.0,8.0,12.0,6.0,2017-03-03,jeans,pantalone lungo
LQG16F91JE-17,1.0,1.0,4.0,6.0,5.0,4.0,9.0,9.0,8.0,3.0,3.0,4.0,2017-01-28,jeans,pantalone lungo
LQS16F148JE-17,5.0,9.0,11.0,7.0,7.0,7.0,8.0,10.0,7.0,2.0,0.0,0.0,2017-03-31,jeans,pantalone lungo
LQS16F150JE-17,1.0,1.0,2.0,2.0,2.0,3.0,4.0,4.0,9.0,7.0,4.0,3.0,2017-01-25,jeans,pantalone lungo
LQS16F151AJE-17,1.0,1.0,4.0,2.0,0.0,0.0,4.0,1.0,2.0,3.0,4.0,2.0,2017-01-29,jeans,pantalone lungo
LQS16F152JE-17,3.0,1.0,5.0,3.0,2.0,7.0,6.0,3.0,3.0,1.0,2.0,1.0,2017-01-27,jeans,pantalone lungo
LQZ14F018SJE-18,9.0,8.0,10.0,11.0,9.0,6.0,13.0,7.0,89.0,73.0,53.0,20.0,2018-03-05,jeans,pantalone lungo
LQZ14F018SJE-19,7.0,25.0,15.0,12.0,10.0,3.0,9.0,5.0,1.0,5.0,4.0,2.0,2019-01-30,jeans,pantalone lungo
LQZ14F018SPAILJE-19,7.0,9.0,12.0,21.0,5.0,9.0,3.0,5.0,3.0,3.0,34.0,5.0,2019-03-04,jeans,pantalone lungo
LQZ14F03517JE-17,2.0,0.0,2.0,1.0,19.0,47.0,36.0,63.0,51.0,25.0,41.0,26.0,2017-02-16,jeans,manica lunga
LQZ14F18JE-17,1.0,7.0,13.0,26.0,21.0,16.0,4.0,4.0,6.0,2.0,0.0,0.0,2017-03-26,jeans,pantalone lungo
LQZ16F27AJE-17,3.0,7.0,5.0,6.0,7.0,5.0,5.0,9.0,13.0,11.0,7.0,3.0,2017-01-31,jeans,pantalone lungo
LQZ16F27AJE17CJE-18,1.0,2.0,6.0,6.0,7.0,4.0,8.0,0.0,4.0,2.0,7.0,6.0,2018-01-20,jeans,pantalone lungo
LU20AINE-19,9.0,11.0,10.0,8.0,7.0,10.0,10.0,6.0,5.0,4.0,4.0,3.0,2019-06-25,nero,smanicato
LU20ANE-19,1.0,11.0,12.0,6.0,13.0,20.0,7.0,8.0,9.0,2.0,0.0,0.0,2019-03-24,nero,smanicato
LU20CUORINE-19,8.0,6.0,5.0,10.0,11.0,8.0,6.0,5.0,4.0,2.0,2.0,1.0,2019-07-25,nero,smanicato
LU20FG-19,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-05-25,fango,smanicato
LU20NE-18,1.0,5.0,13.0,9.0,15.0,9.0,14.0,15.0,15.0,7.0,2.0,12.0,2018-02-24,nero,smanicato
LU20NE-19,1.0,0.0,0.0,12.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-05-05,nero,smanicato
LU20PNE-19,1.0,5.0,11.0,9.0,5.0,12.0,7.0,11.0,9.0,8.0,5.0,4.0,2019-02-28,nero,smanicato
LU20RS-18,1.0,1.0,3.0,10.0,4.0,1.0,8.0,2.0,9.0,13.0,10.0,11.0,2018-02-24,rosa,smanicato
LU35NE-18,6.0,39.0,29.0,13.0,8.0,1.0,0.0,2.0,2.0,4.0,21.0,3.0,2018-09-13,nero,manica 3/4
LU35NE-19,2.0,12.0,8.0,14.0,13.0,19.0,7.0,20.0,7.0,4.0,5.0,3.0,2019-08-02,nero,manica 3/4
LU5111NE-17,23.0,38.0,41.0,44.0,41.0,26.0,11.0,5.0,2.0,4.0,2.0,3.0,2017-08-29,nero,manica lunga
LU5111NE-18,2.0,5.0,6.0,6.0,15.0,25.0,34.0,52.0,22.0,13.0,8.0,4.0,2018-07-26,nero,manica lunga
LU5111PENE-17,3.0,7.0,12.0,15.0,19.0,20.0,22.0,19.0,12.0,9.0,9.0,1.0,2017-02-10,nero,manica lunga
LU5115AINE-19,11.0,15.0,32.0,42.0,25.0,11.0,8.0,5.0,3.0,1.0,1.0,1.0,2019-08-12,nero,manica lunga
LU5115NE-18,1.0,14.0,7.0,17.0,19.0,32.0,15.0,21.0,7.0,11.0,4.0,3.0,2018-02-11,nero,manica lunga
LU5115NE-19,7.0,13.0,27.0,28.0,31.0,18.0,14.0,15.0,9.0,5.0,1.0,2.0,2019-02-22,nero,manica lunga
LUCASBI-17,3.0,8.0,4.0,11.0,11.0,5.0,10.0,7.0,2.0,4.0,4.0,0.0,2017-08-05,bianco,smanicato
LUCCANE-17,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-05-07,nero,tinta unita
LUCEBI-19,5.0,15.0,17.0,81.0,9.0,12.0,15.0,14.0,13.0,12.0,6.0,4.0,2019-07-29,bianco,stampa
LUCIABI-17,2.0,1.0,5.0,3.0,1.0,6.0,0.0,6.0,6.0,1.0,0.0,0.0,2017-07-18,bianco,stampa
LUNANE-17,2.0,2.0,3.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,2017-03-16,nero,tinta unita
LUNARO-19,2.0,5.0,2.0,8.0,2.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,2019-04-06,rosso,tubino
LUNARS-19,1.0,2.0,4.0,10.0,6.0,5.0,1.0,3.0,1.0,0.0,0.0,0.0,2019-04-05,rosa,tubino
LXY1802NE-19,1.0,3.0,4.0,1.0,4.0,2.0,2.0,20.0,0.0,0.0,0.0,0.0,2019-10-08,nero,capospalla  medio
LXY1802RO-19,8.0,4.0,4.0,5.0,4.0,9.0,3.0,28.0,0.0,0.0,0.0,0.0,2019-10-07,rosso,capospalla  medio
M1005129FABE-17,4.0,7.0,8.0,7.0,6.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,2017-10-20,fantasia,fantasia
M1005129FABX-17,1.0,8.0,7.0,3.0,3.0,5.0,8.0,3.0,0.0,0.0,0.0,0.0,2017-10-15,fantasia,fantasia
M1046T9T7NE-18,1.0,3.0,3.0,1.0,38.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-10-28,nero,tinta unita
M1056JE-18,1.0,2.0,0.0,1.0,1.0,22.0,40.0,15.0,16.0,2.0,0.0,0.0,2018-03-28,jeans,pantalone lungo
M10FARS-19,3.0,26.0,25.0,27.0,36.0,34.0,29.0,30.0,15.0,16.0,2.0,0.0,2019-03-15,fantasia,smanicato
M1157T9VINE-18,1.0,2.0,10.0,6.0,6.0,6.0,4.0,2.0,0.0,11.0,1.0,0.0,2018-09-22,nero,tinta unita
M1157T9VIVE-18,3.0,6.0,5.0,7.0,7.0,3.0,3.0,2.0,1.0,7.0,3.0,0.0,2018-09-23,verde,tinta unita
M1192FGFA-17,7.0,5.0,14.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-11-06,fantasia,fantasia
M11FARS-19,3.0,19.0,15.0,10.0,18.0,13.0,22.0,16.0,5.0,3.0,4.0,0.0,2019-03-15,fantasia,bambolina
M1257NE-18,13.0,283.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-14,nero,tinta unita
M1257VISGR-18,5.0,110.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-14,grigio,tinta unita
M1271T6RETNE-18,13.0,12.0,14.0,10.0,10.0,10.0,8.0,111.0,12.0,0.0,0.0,0.0,2018-10-02,nero,manica lunga
M12FANE-19,2.0,43.0,39.0,25.0,19.0,15.0,18.0,14.0,2.0,0.0,0.0,0.0,2019-04-06,fantasia,bambolina
M1312T18NE-19,1.0,4.0,0.0,4.0,4.0,6.0,1.0,1.0,4.0,1.0,0.0,0.0,2019-02-10,nero,tinta unita
M1312T18PA-19,3.0,1.0,2.0,4.0,1.0,3.0,1.0,6.0,1.0,2.0,0.0,0.0,2019-02-12,panna,tinta unita
M1312T18RS-19,2.0,7.0,3.0,5.0,6.0,4.0,6.0,3.0,2.0,3.0,2.0,0.0,2019-02-08,rosa,tinta unita
M1330T92NE-18,2.0,7.0,76.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-09,nero,tinta unita
M1346F4FA-17,1.0,4.0,16.0,6.0,5.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,2017-10-22,fantasia,manica lunga
M1377132FABE-17,8.0,8.0,8.0,8.0,6.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-19,fantasia,fantasia
M1377132FABX-17,1.0,0.0,1.0,2.0,1.0,30.0,5.0,0.0,0.0,0.0,0.0,0.0,2017-10-17,fantasia,fantasia
M13CI-19,1.0,4.0,7.0,5.0,9.0,8.0,7.0,6.0,3.0,0.0,0.0,0.0,2019-04-07,cipolla,tinta unita
M13NE-19,1.0,4.0,6.0,17.0,16.0,12.0,9.0,12.0,6.0,0.0,0.0,0.0,2019-04-06,nero,tinta unita
M13RY-19,2.0,4.0,5.0,7.0,6.0,7.0,3.0,2.0,0.0,0.0,0.0,0.0,2019-04-10,royal,tinta unita
M1400NE-18,9.0,8.0,19.0,11.0,5.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,2018-01-24,nero,tinta unita
M1400RS-18,4.0,1.0,4.0,1.0,1.0,3.0,2.0,0.0,2.0,0.0,1.0,1.0,2018-01-23,rosa,tinta unita
M1400T47T7RS-18,8.0,11.0,12.0,10.0,8.0,11.0,18.0,4.0,1.0,0.0,0.0,0.0,2018-03-27,rosa,tinta unita
M1400VISCT102NE-18,1.0,11.0,15.0,5.0,9.0,5.0,4.0,9.0,5.0,4.0,3.0,7.0,2017-12-09,nero,tinta unita
M1411T18BE-18,5.0,139.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-13,beige,tinta unita
M1411T18NE-18,1.0,15.0,265.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-10,nero,tinta unita
M1411T18RG-18,6.0,127.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-12,ruggine,tinta unita
M1411T18RS-18,4.0,164.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-17,rosa,tinta unita
M1423T46MICRNE-19,11.0,13.0,6.0,1.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-10-28,nero,tinta unita
M1449BE-18,2.0,5.0,1.0,7.0,5.0,4.0,2.0,7.0,2.0,2.0,2.0,3.0,2018-07-31,beige,tinta unita
M1449NE-18,1.0,2.0,7.0,1.0,5.0,6.0,4.0,3.0,1.0,0.0,3.0,0.0,2018-08-04,nero,tinta unita
M1449RS-18,3.0,13.0,4.0,8.0,4.0,8.0,2.0,9.0,2.0,3.0,1.0,0.0,2018-08-01,rosa,tinta unita
M1449T46VISCBI-18,6.0,9.0,17.0,15.0,18.0,23.0,17.0,18.0,4.0,3.0,0.0,0.0,2018-03-27,bianco,tinta unita
M1449T46VISCRS-18,10.0,19.0,20.0,10.0,4.0,14.0,19.0,17.0,28.0,5.0,0.0,0.0,2018-03-26,rosa,tinta unita
M14FABL-19,10.0,17.0,24.0,17.0,20.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-04-25,fantasia,fantasia
M15FABL-19,19.0,11.0,10.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-04-30,fantasia,fantasia
M1609T6T52BI-18,10.0,10.0,10.0,13.0,10.0,13.0,18.0,7.0,3.0,7.0,7.0,3.0,2018-06-05,bianco,manica corta
M1609T6T52NE-18,2.0,33.0,18.0,19.0,29.0,29.0,35.0,39.0,26.0,27.0,32.0,28.0,2018-06-02,nero,manica corta
M1609T6T52RS-18,1.0,24.0,19.0,16.0,11.0,18.0,22.0,20.0,19.0,13.0,20.0,10.0,2018-06-02,rosa,manica corta
M1609T6T58BI-19,1.0,10.0,8.0,11.0,13.0,11.0,11.0,7.0,11.0,1.0,3.0,1.0,2019-06-16,bianco,manica corta
M1609T6T58NE-19,10.0,23.0,25.0,23.0,20.0,26.0,19.0,21.0,12.0,14.0,11.0,9.0,2019-06-13,nero,manica corta
M1609T6T58RO-19,9.0,14.0,12.0,8.0,9.0,12.0,6.0,4.0,2.0,2.0,0.0,3.0,2019-06-14,rosso,manica corta
M1609T6T58RS-19,5.0,25.0,12.0,18.0,20.0,11.0,17.0,13.0,14.0,11.0,6.0,5.0,2019-06-13,rosa,manica corta
M1640T7T94NE-18,1.0,23.0,20.0,11.0,14.0,10.0,21.0,27.0,28.0,5.0,2.0,1.0,2018-07-29,nero,smanicato
M1825VINE-18,1.0,0.0,1.0,5.0,7.0,13.0,6.0,14.0,11.0,14.0,6.0,0.0,2018-02-10,nero,tinta unita
M1825VIRS-18,3.0,5.0,9.0,5.0,5.0,5.0,8.0,0.0,0.0,1.0,0.0,1.0,2018-03-03,rosa,tinta unita
M1854T29BI-19,2.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,2019-03-06,bianco,manica lunga
M1854T29NE-19,1.0,3.0,3.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-03-09,nero,manica lunga
M18601PBI-19,2.0,6.0,10.0,5.0,7.0,6.0,13.0,9.0,1.0,4.0,0.0,0.0,2019-08-04,bianco,manica corta
M18601PRS-19,3.0,3.0,10.0,7.0,16.0,11.0,8.0,7.0,5.0,2.0,3.0,0.0,2019-08-02,rosa,manica corta
M1FANE-19,2.0,6.0,6.0,5.0,13.0,5.0,3.0,2.0,0.0,0.0,0.0,0.0,2019-01-25,fantasia,smanicato
M2NE-19,1.0,2.0,0.0,2.0,1.0,1.0,4.0,0.0,2.0,2.0,0.0,0.0,2019-01-31,nero,smanicato
M30189091124AM-18,8.0,8.0,10.0,4.0,7.0,3.0,6.0,2.0,2.0,1.0,2.0,1.0,2018-02-06,amarena,smanicato
M30189091124BI-18,1.0,10.0,6.0,3.0,2.0,9.0,2.0,7.0,5.0,3.0,4.0,0.0,2018-02-04,bianco,smanicato
M301BI-17,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-05-21,bianco,stampa
M3321NE-17,3.0,6.0,1.0,4.0,8.0,18.0,82.0,19.0,3.0,0.0,0.0,0.0,2017-10-03,nero,capospalla corto
M3321RO-17,1.0,8.0,4.0,5.0,3.0,7.0,9.0,66.0,14.0,3.0,0.0,0.0,2017-09-30,rosso,capospalla corto
M3350NE-17,1.0,6.0,7.0,5.0,10.0,78.0,19.0,6.0,0.0,0.0,0.0,0.0,2017-10-10,nero,capospalla corto
M3350NE-18,1.0,2.0,5.0,12.0,10.0,48.0,99.0,7.0,0.0,0.0,0.0,0.0,2018-10-13,nero,capospalla  medio
M3350RO-17,1.0,4.0,6.0,9.0,7.0,82.0,13.0,1.0,0.0,0.0,0.0,0.0,2017-10-12,rosso,capospalla corto
M3350RS-18,7.0,5.0,11.0,18.0,12.0,58.0,103.0,5.0,0.0,0.0,0.0,0.0,2018-10-09,rosa,capospalla  medio
M3SE-19,1.0,2.0,6.0,4.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2019-01-27,senape,midi
M4339D147AR-17,1.0,1.0,0.0,0.0,2.0,7.0,3.0,9.0,1.0,1.0,1.0,0.0,2017-02-16,argento,tinta unita
M4446226FA-18,1.0,5.0,5.0,3.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,0.0,2018-07-21,fantasia,smanicato
M4446E751124FARS-17,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-04-05,fantasia,fantasia
M4446E751124FAVM-17,3.0,2.0,1.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2017-04-04,fantasia,fantasia
M4471G185FANE-18,1.0,4.0,2.0,2.0,2.0,4.0,4.0,1.0,2.0,38.0,32.0,15.0,2018-06-09,fantasia,manica lunga
M4505111BI-17,1.0,1.0,5.0,0.0,2.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,2017-03-30,bianco,manica corta
M4553BI-17,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-05-09,bianco,stampa
M4553NE-17,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-04-25,nero,stampa
M4554NE-17,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-05-06,nero,stampa
M4559909NE-18,5.0,4.0,2.0,4.0,2.0,3.0,7.0,1.0,76.0,56.0,34.0,13.0,2018-06-12,nero,smanicato
M4559909RO-18,1.0,12.0,3.0,7.0,9.0,6.0,1.0,2.0,3.0,55.0,24.0,23.0,2018-06-08,rosso,smanicato
M4577111FX-17,4.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,2017-04-11,fuxia,manica corta
M4617E191FA-17,2.0,5.0,6.0,4.0,6.0,4.0,1.0,1.0,3.0,2.0,2.0,1.0,2017-07-06,fantasia,manica lunga
M4617NE-17,7.0,3.0,0.0,7.0,2.0,4.0,2.0,3.0,2.0,1.0,1.0,0.0,2017-07-03,nero,manica lunga
M4649909BI-18,2.0,7.0,15.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-05-11,bianco,manica corta
M4649909FANE-18,8.0,8.0,12.0,15.0,2.0,12.0,5.0,6.0,91.0,85.0,71.0,30.0,2018-06-13,fantasia,manica corta
M4649909NE-17,2.0,21.0,13.0,10.0,11.0,10.0,16.0,15.0,17.0,10.0,12.0,7.0,2017-06-10,nero,manica lunga
M4649909NE-18,1.0,14.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-05-10,nero,manica corta
M4649909NE-18,1.0,14.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-05-10,nero,manica corta
M4674A871BI-18,5.0,3.0,3.0,2.0,1.0,1.0,3.0,2.0,0.0,2.0,0.0,1.0,2018-06-18,bianco,manica lunga
M4674A871RS-18,2.0,2.0,0.0,4.0,7.0,2.0,1.0,4.0,4.0,2.0,2.0,3.0,2018-06-23,rosa,manica lunga
M4675909AM-18,2.0,14.0,20.0,16.0,13.0,21.0,17.0,8.0,9.0,0.0,0.0,0.0,2018-04-03,amarena,smanicato
M4675909BI-18,2.0,8.0,20.0,13.0,8.0,8.0,5.0,10.0,3.0,0.0,0.0,0.0,2018-04-04,bianco,smanicato
M4810909NE-17,4.0,8.0,3.0,2.0,2.0,4.0,4.0,2.0,3.0,1.0,24.0,17.0,2017-08-01,nero,manica lunga
M4810909PA-17,1.0,3.0,4.0,2.0,3.0,2.0,4.0,3.0,1.0,2.0,19.0,22.0,2017-08-06,panna,manica lunga
M48419711124BX-17,4.0,1.0,1.0,4.0,1.0,29.0,22.0,10.0,14.0,9.0,4.0,2.0,2017-08-21,bordeaux,tinta unita
M48419711124NE-17,2.0,2.0,2.0,1.0,3.0,20.0,20.0,7.0,14.0,2.0,3.0,2.0,2017-08-23,nero,tinta unita
M4882C112905FA-17,1.0,10.0,12.0,23.0,14.0,29.0,7.0,0.0,0.0,0.0,0.0,0.0,2017-10-21,fantasia,fantasia
M4940909NE-17,8.0,8.0,3.0,6.0,3.0,3.0,2.0,1.0,3.0,0.0,1.0,0.0,2017-09-04,nero,manica lunga
M4974F246FABL-18,3.0,4.0,4.0,6.0,13.0,9.0,15.0,6.0,1.0,0.0,0.0,0.0,2018-03-24,fantasia,smanicato
M4NE-19,5.0,4.0,8.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-02-06,nero,manica lunga
M5060F225FA-17,3.0,8.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-11-10,fantasia,manica lunga
M5076909DBI-18,1.0,0.0,1.0,5.0,4.0,1.0,0.0,1.0,2.0,0.0,2.0,1.0,2018-03-16,bianco,smanicato
M5076909DNE-18,3.0,2.0,5.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,0.0,0.0,2018-03-14,nero,smanicato
M50NE-19,3.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-11-12,nero,capospalla lungo
M5102909DBI-18,4.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,2018-03-14,bianco,manica lunga
M516290932601FX-18,1.0,2.0,9.0,6.0,6.0,3.0,3.0,2.0,0.0,0.0,2.0,0.0,2018-03-07,fuxia,smanicato
M5189909BI-18,4.0,3.0,4.0,2.0,4.0,1.0,3.0,1.0,2.0,1.0,0.0,0.0,2018-02-14,bianco,manica lunga
M5199102NE-18,1.0,5.0,0.0,2.0,4.0,1.0,1.0,4.0,1.0,4.0,1.0,0.0,2018-08-04,nero,manica lunga
M5224102NE-18,1.0,0.0,1.0,3.0,6.0,1.0,5.0,3.0,5.0,4.0,1.0,1.0,2018-08-12,nero,tinta unita
M5228F246FABL-18,1.0,4.0,15.0,9.0,9.0,12.0,11.0,16.0,17.0,3.0,1.0,2.0,2018-03-18,fantasia,manica lunga
M5269JE-17,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-05-19,jeans,shorts
